Feature ID	Taxon	Confidence
057565eb4b090ee7f0c51a6a6c72f5c7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9491008853509102
05786fd45cef5895b3bbc3c67a415733	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9997753168351801
058a3bf36394d8ddbbc719159490c9c4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.8394462879173725
059994b0ebb0188d2c5394dbe258704f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.973733002569907
05b4582afd060744b08fb5c1beb8a95b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9997901262328788
05d30ce0ab2de1bdacabbf792c6bbbff	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Dehalobacteriaceae; g__; s__	0.987779498630865
05ea4969ed3bc2707e0bbb70206ae474	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	0.9310955696893708
05eedb7406779c9edd4fbea05bcbff9d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9998952693243031
05efcb50b2ad8e5d228a6b4c06ef96d9	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	0.9982524832390991
0605a013ea10cf73d40d7672fc1b511d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9909753531643638
062574b3399e8d7e7bda1a10cfa79d1b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0.990427442001473
06276c6cc77470ac1fdaec74a4f77ffe	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus	0.9999969302463335
064f973826802af3a991d3769db2f654	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9802943534721855
06558a228b84f747d35b1854032e2f4b	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.974821735555804
0667999ccfc40b4cf41e5e678d4c40b8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.980045667343477
06705bce9265b9c5a0922da123c95ec2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9986411564820716
06b5e691a216150f664d807c4a5a5c2f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Acidaminococcus; s__	0.9999993114320159
06b7865a3feee434f2a2aadd0d737147	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__	0.9999999960758714
06cdbc3493c28aea2de517cc04466e97	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.963245077654239
06d0ea4716505d874622eeabba2703e0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.9178324146602089
